ROW_NUMBER,MISSION_NUMBER,OP_ORDER,UNIT,AIRCRAFT_TYPE_MDS,NBR_ATTACK_EFFEC_AIRCRAFT,SORTIE_DUPE,NBR_ABORT_AIRCRAFT,NBR_LOST_AIRCRAFT,TARGET_NAME,TGT_TYPE,SOURCE_UTM_JAPAN_B,SOURCE_TGT_UTM,TGT_MGRS,TGT_LATITUDE_WGS84,TGT_LONGITUDE_WGS84,SOURCE_TGT_LAT,SOURCE_TGT_LONG,NBR_OF_WEAPONS,WEAPONS_TYPE,BOMB_SIGHTING_METHOD,TOTAL_BOMBLOAD_IN_LBS,TOT,MISSION_TYPE,ALTITUDE_FT,CALLSIGN,BDA,NOSE_FUZE,TAIL_FUZE,CALCULATED_BOMBLOAD_LBS,RECORD_SOURCE,DAY,MONTH,YEAR,MISSION_DATE,City/Town,geometry,In_Land
3395,596,350-51,98th Bomb Wing,B-29,1.0,1.0,,,Sinchang-ni,,,DV 5342,52TDK5342,40.12701,128.44837,,,2,M16-A1 Leaflet Bomb,Radar,,,Psycological Warfare,20000,,Fuzed to discharge leaflets 1000 ft above the terrain.,,,1000.0,EXETER,8,11,1951,1951-11-08,Sinch'ang,POINT (128.44837 40.12701),False
3396,596,350-51,98th Bomb Wing,B-29,1.0,1.0,,,Pukchong,,,DV 4255,52TDK4255,40.24344,128.3181,,,2,M16-A1 Leaflet Bomb,Radar,,,Psycological Warfare,20000,,Fuzed to discharge leaflets 1000 ft above the terrain.,,,1000.0,EXETER,8,11,1951,1951-11-08,Pukchong-up,POINT (128.3181 40.24344),True
3397,596,350-51,98th Bomb Wing,B-29,1.0,1.0,,,Tanchon,,,DV 9277,52TDK9277,40.44361,128.90567,,,2,M16-A1 Leaflet Bomb,Radar,,,Psycological Warfare,20000,,Fuzed to discharge leaflets 1000 ft above the terrain.,,,1000.0,EXETER,8,11,1951,1951-11-08,Tanchon-si,POINT (128.90567 40.44361),True
3398,596,350-51,98th Bomb Wing,B-29,1.0,1.0,,,Kilchu,,,EA 2835,52TEL2835,40.96568,129.33276,,,2,M16-A1 Leaflet Bomb,Radar,,,Psycological Warfare,20000,,Fuzed to discharge leaflets 1000 ft above the terrain.,,,1000.0,EXETER,8,11,1951,1951-11-08,Kilju-up,POINT (129.33276 40.96568),True
3399,596,350-51,98th Bomb Wing,B-29,1.0,1.0,,,Anju,,,YD 2988,51SYD2988,39.61115,125.66751,,,2,M16-A1 Leaflet Bomb,Radar,,,Psycological Warfare,20000,,Fuzed to discharge leaflets 1000 ft above the terrain.,,,1000.0,EXETER,8,11,1951,1951-11-08,Anju-si,POINT (125.66751 39.61115),True
3400,596,350-51,98th Bomb Wing,B-29,1.0,1.0,,,Pakchon,,,YE 2100,51SYE2100,39.72126,125.57843,,,2,M16-A1 Leaflet Bomb,Radar,,,Psycological Warfare,20000,,Fuzed to discharge leaflets 1000 ft above the terrain.,,,1000.0,EXETER,8,11,1951,1951-11-08,Pakchon-up,POINT (125.57843 39.72126),True
3401,596,350-51,98th Bomb Wing,B-29,1.0,1.0,,,Sariwon,,,YC 4164,51SYC4164,38.49178,125.76327,,,3,M16-A1 Leaflet Bomb,Radar,,,Psycological Warfare,21000,,Mission accomplished as scheduled with the exception of the target at Koksan BT 9795 which was not bombed by 2 red-band leaflet bombs. Bombs intended for the target were instead dropped on Yonghung CU 4974.Fuzed to discharge leaflets 1000 ft above the terrain.,,,1500.0,EXETER,8,11,1951,1951-11-08,Sariwon-si,POINT (125.76327 38.49178),True
3402,596,350-51,98th Bomb Wing,B-29,1.0,1.0,,,Kyomipo,,,YC 2792,51SYC2792,38.74753,125.61204,,,3,M16-A1 Leaflet Bomb,Radar,,,Psycological Warfare,21000,,Mission accomplished as scheduled with the exception of the target at Koksan BT 9795 which was not bombed by 2 red-band leaflet bombs. Bombs intended for the target were instead dropped on Yonghung CU 4974.Fuzed to discharge leaflets 1000 ft above the terrain.,,,1500.0,EXETER,8,11,1951,1951-11-08,Songnim-si,POINT (125.61204 38.74753),True
3403,596,350-51,98th Bomb Wing,B-29,1.0,1.0,,,Sinanju,,,YD 2386,51SYD2386,39.59473,125.59702,,,3,M16-A1 Leaflet Bomb,Radar,,,Psycological Warfare,20000,,Fuzed to discharge leaflets 1000 ft above the terrain.,,,1500.0,EXETER,8,11,1951,1951-11-08,Anju-si,POINT (125.59702 39.59473),True
3404,596,350-51,98th Bomb Wing,B-29,1.0,1.0,,,Yonghung,,,CU 4879,52SCJ4879,39.54723,127.23098,,,4,M16-A1 Leaflet Bomb,Radar,,,Psycological Warfare,21000,,Mission accomplished as scheduled with the exception of the target at Koksan BT 9795 which was not bombed by 2 red-band leaflet bombs. Bombs intended for the target were instead dropped on Yonghung CU 4974.Fuzed to discharge leaflets 1000 ft above the terrain.,,,2000.0,EXETER,8,11,1951,1951-11-08,Kumya-up,POINT (127.23098 39.54723),True
3405,596,350-51,98th Bomb Wing,B-29,1.0,1.0,,,Songjin,,,EA 1701,52SEL1701,40.65969,129.20111,,,4,M16-A1 Leaflet Bomb,Radar,,,Psycological Warfare,20000,,Fuzed to discharge leaflets 1000 ft above the terrain.,,,2000.0,EXETER,8,11,1951,1951-11-08,Suwon-dong,POINT (129.20111 40.65969),False
3406,596,350-51,98th Bomb Wing,B-29,1.0,,,,Haeju,,,YC 3713,51SYC3713,38.03373,125.70039,,,6,M16-A1 Leaflet Bomb,Radar,,,Psycological Warfare,21000,,Mission accomplished as scheduled with the exception of the target at Koksan BT 9795 which was not bombed by 2 red-band leaflet bombs. Bombs intended for the target were instead dropped on Yonghung CU 4974.Fuzed to discharge leaflets 1000 ft above the terrain.,,,3000.0,EXETER,8,11,1951,1951-11-08,Haeju-si,POINT (125.70039 38.03373),True
3407,596,350-51,98th Bomb Wing,B-29,1.0,,,,Hungnam,,,CV 8010,52SCK8010,39.83153,127.59765,,,6,M16-A1 Leaflet Bomb,Radar,,,Psycological Warfare,20000,,Fuzed to discharge leaflets 1000 ft above the terrain.,,,3000.0,EXETER,8,11,1951,1951-11-08,Hamhung-si,POINT (127.59765 39.83153),True
3408,596,350-51,98th Bomb Wing,B-29,1.0,1.0,,,Hamhung,,,CV 7517,52SCK7517,39.89386,127.5379,,,6,M16-A1 Leaflet Bomb,Radar,,,Psycological Warfare,20000,,Fuzed to discharge leaflets 1000 ft above the terrain.,,,3000.0,EXETER,8,11,1951,1951-11-08,Hamhung-si,POINT (127.5379 39.89386),True
3409,596,350-51,98th Bomb Wing,B-29,1.0,1.0,,,Chongjin,,,EB 6826,52SEM6826,41.78294,129.8183,,,6,M16-A1 Leaflet Bomb,Radar,,,Psycological Warfare,20000,,Fuzed to discharge leaflets 1000 ft above the terrain.,,,3000.0,EXETER,8,11,1951,1951-11-08,Chongjin-si,POINT (129.8183 41.78294),True
3410,596,350-51,98th Bomb Wing,B-29,1.0,1.0,,,Chinnampo,,,YC 0989,51SYC0989,38.72496,125.40419,,,8,M16-A1 Leaflet Bomb,Radar,,,Psycological Warfare,21000,,Mission accomplished as scheduled with the exception of the target at Koksan BT 9795 which was not bombed by 2 red-band leaflet bombs. Bombs intended for the target were instead dropped on Yonghung CU 4974.Fuzed to discharge leaflets 1000 ft above the terrain.,,,4000.0,EXETER,8,11,1951,1951-11-08,Nampo,POINT (125.40419 38.72496),True
3411,596,350-51,98th Bomb Wing,B-29,1.0,,,,Pyongyang,,,YD 3822,51SYD3822,39.01467,125.74888,,,10,M16-A1 Leaflet Bomb,Radar,,,Psycological Warfare,20000,,Fuzed to discharge leaflets 1000 ft above the terrain.,,,5000.0,EXETER,8,11,1951,1951-11-08,P'yŏngyang,POINT (125.74888 39.01467),True
3412,596,350-51,98th Bomb Wing,B-29,1.0,1.0,,1,,,,XC 6106,51SXC6106,37.98738,124.83338,,,,M16-A1 Leaflet Bomb,,,,Psycological Warfare,,,"""Aircraft lost as a result of enemy flak at approximately XC 6106. It is assumed that a total of 20 bombs had been dropped on the first 5 targets until it was hit by flak in the vicinity of Chongju XD 9096. The aircraft was hit at least 8 times putting number 3 and 4 engines out of commission. The bomber immediately left the area and headed south down the west coast of Korea. The aircraft was directed over the Paengyong-do Island by friendly radio stations. The crew, with the exception of the pilot, bailed out and all were safely picked up. According to the mission report dated 10 Nov 1951, the pilot was still missing.""",,,,EXETER,8,11,1951,1951-11-08,North Korea,POINT (124.83338 37.98738),False
3413,596,350-51,19th Bomb Group,B-29,1.0,1.0,,,Namsi,Airfield,,XE 8923,51SXE8923,39.93603,125.212,,,1,M-46,Shoran radar,,,Interdiction,25100,,,,0.01,250.0,EXETER,8,11,1951,1951-11-08,Kusong-si,POINT (125.212 39.93603),True
3414,596,350-51,91st Strategic Recon Sq,,1.0,,,,"""Mission 8-S-1 accomplished BCA-4-11-4, BCA-6-11-4 plus the Hamhung west airfield and the Yonpo airfield which were targets of opportunity. K-38 aerial camera was used.""",,,,,39.2547604074074,126.64941825925924,,,,,,,,Recon,3500 - 24000,,Good results.,,,,EXETER,8,11,1951,1951-11-08,Yangdok County,POINT (126.64941825925924 39.2547604074074),True
3415,596,350-51,91st Strategic Recon Sq,,1.0,,,,"""Mission 8-S-2 accomplished BCS-14-7-18, 23, 24, 25, 26, 27, 28, 29, 30, and 31; BCS-28-7-3, 4, and BCS-11-8-10 and 11. A K-18 aerial camera was used.""",,,,,39.2547604074074,126.64941825925924,,,,,,,,Recon,3500 - 24000,,Good results.,,,,EXETER,8,11,1951,1951-11-08,Yangdok County,POINT (126.64941825925924 39.2547604074074),True
3416,596,350-51,91st Strategic Recon Sq,,1.0,,,,"""Mission 8-S-3 accomplished vertical and oblique coverage of FRJ-10, 12, and 43 plus vertical coverage only on FRJ-67. A K-17 aerial camera with a 12 inch cone was used.""",,,,,39.2547604074074,126.64941825925924,,,,,,,,Recon,3500 - 24000,,Good results.,,,,EXETER,8,11,1951,1951-11-08,Yangdok County,POINT (126.64941825925924 39.2547604074074),True
3417,596,350-51,91st Strategic Recon Sq,,1.0,,,,"""Mission 8-S-4 accomplished full oblique coverage on FRJ-8, 9, 16, 23, 32, and 34 plus north and west obliques only on FRJ-38. A K-17 aerial camera with a 12 inch cone was used.""",,,,,39.2547604074074,126.64941825925924,,,,,,,,Recon,3500 - 24000,,Good results.,,,,EXETER,8,11,1951,1951-11-08,Yangdok County,POINT (126.64941825925924 39.2547604074074),True
3418,596,350-51,91st Strategic Recon Sq,,1.0,,,,"""Mission 8-SS-1 accomplished BCP-5-7-26 and 68 plus the targets of opportunity of Anak airfield, Masan-ni marshalling yard, Sariwon souteast airfield, Chinnampo supply center, Kyomipo supply center, the rail line from Kyomipo to Hwangju, and the city of Pyongyang. K-38, K-17C, and K-22 aerial cameras were used.""",,,,,39.2547604074074,126.64941825925924,,,,,,,,Recon,3500 - 24000,,Good results.,,,,EXETER,8,11,1951,1951-11-08,Yangdok County,POINT (126.64941825925924 39.2547604074074),True
3419,596,350-51,91st Strategic Recon Sq,,1.0,,,,Mission 8-SS-2 accomplished Korean mapping lines 64 and 76. A K-17C camera was used.,,,,,39.2547604074074,126.64941825925924,,,,,,,,Recon,3500 - 24000,,Good results.,,,,EXETER,8,11,1951,1951-11-08,Yangdok County,POINT (126.64941825925924 39.2547604074074),True
3420,597,351-51,98th Bomb Wing,B-29,1.0,1.0,,,Taechon,Airfield,,YE 1319,51SYE1319,39.89433,125.49135,,,29,100 GP,Shoran radar,,,Interdiction,22400,,,VD 1 - 144 hours,,2900.0,EXETER,9,11,1951,1951-11-09,North Korea,POINT (125.49135 39.89433),True
3421,597,351-51,98th Bomb Wing,B-29,1.0,1.0,,,Taechon,Airfield,,YE 1319,51SYE1319,39.89433,125.49135,,,29,100 GP,Shoran radar,,,Interdiction,23700,,,VD 1 - 144 hours,,2900.0,EXETER,9,11,1951,1951-11-09,North Korea,POINT (125.49135 39.89433),True
3422,597,351-51,98th Bomb Wing,B-29,1.0,1.0,,,Taechon,Airfield,,YE 1319,51SYE1319,39.89433,125.49135,,,29,100 GP,Shoran radar,,,Interdiction,24300,,,VD 1 - 144 hours,,2900.0,EXETER,9,11,1951,1951-11-09,North Korea,POINT (125.49135 39.89433),True
3423,597,351-51,19th Bomb Group,B-29,2.0,1.0,,,Saamcham,Airfield,,YE 4902,51SYE4902,39.73155,125.90549,,,56,100 GP,Shoran radar,,,Interdiction,21000 - 21100,,Results were unobserved although both crews reported good bomb runs.,VD 1 - 144 hours,,5600.0,EXETER,9,11,1951,1951-11-09,Gwangbok-dong,POINT (125.90549 39.73155),True
3424,597,351-51,98th Bomb Wing,B-29,1.0,,,,Taechon,Airfield,,YE 1319,51SYE1319,39.89433,125.49135,,,115,100 GP,Shoran radar,,,Interdiction,22400,,,,0.01,11500.0,EXETER,9,11,1951,1951-11-09,North Korea,POINT (125.49135 39.89433),True
3425,597,351-51,98th Bomb Wing,B-29,1.0,,,,Taechon,Airfield,,YE 1319,51SYE1319,39.89433,125.49135,,,115,100 GP,Shoran radar,,,Interdiction,23700,,,,0.01,11500.0,EXETER,9,11,1951,1951-11-09,North Korea,POINT (125.49135 39.89433),True
3426,597,351-51,98th Bomb Wing,B-29,1.0,,,,Taechon,Airfield,,YE 1319,51SYE1319,39.89433,125.49135,,,115,100 GP,Shoran radar,,,Interdiction,24300,,,,0.01,11500.0,EXETER,9,11,1951,1951-11-09,North Korea,POINT (125.49135 39.89433),True
3427,597,351-51,98th Bomb Wing,B-29,1.0,,,,Hungnam,Barracks area,,CU 8109,52SCJ8109,38.92185,127.62727,,,144,100 GP,,,,Interdiction,,,,,,14400.0,EXETER,9,11,1951,1951-11-09,Kijeongri,POINT (127.62727 38.92185),True
3428,597,351-51,19th Bomb Group,B-29,2.0,,,,Saamcham,Airfield,,YE 4902,51SYE4902,39.73155,125.90549,,,226,100 GP,Shoran radar,,,Interdiction,21000 - 21100,,Results were unobserved although both crews reported good bomb runs.,,0.01,22600.0,EXETER,9,11,1951,1951-11-09,Gwangbok-dong,POINT (125.90549 39.73155),True
3429,597,351-51,19th Bomb Group,B-29,1.0,,,,Hwangju,Marshalling yard,,YC 4183,51SYC4183,38.66281,125.76984,,,1,500 GP,Visual,,,Combat crew evaluation,20000,,"""All results reported as good. Due to a bomb rack malfunction, only 1 bomb was dropped.""",0.01,0.01,500.0,EXETER,9,11,1951,1951-11-09,North Korea,POINT (125.76984 38.66281),True
3430,597,351-51,19th Bomb Group,B-29,1.0,1.0,,,,Jettisoned,,BU 2814,52SBJ2814,38.93278,125.86212,,,3,500 GP,,,,,,,Jettisoned because of a release malfunction in the rear bomb bay which occurred over the target.,0.01,0.01,1500.0,EXETER,9,11,1951,1951-11-09,P'yŏngyang,POINT (125.86212 38.93278),True
3431,597,351-51,98th Bomb Wing,B-29,1.0,1.0,,,,Jettisoned,,,,39.28057449814126,126.65417074349442,3734N,13008E,4,500 GP,,,,,,,Bombs salvoed as they would not release from the racks over the target area.,0.01,0.01,2000.0,EXETER,9,11,1951,1951-11-09,Yangdok County,POINT (126.65417074349442 39.28057449814126),True
3432,597,351-51,98th Bomb Wing,B-29,1.0,,,,,Road bridge,,YC 5961,51SYC5961,38.45973,125.9683,,,6,500 GP,Radar,,091222I,MSQ-1 evaluation,32000,,1 bomb was dropped approximately 700 tards short of the target. 2 bombs were dropped 1000 yards over the target. Results of the other 3 bombs were not observed.,0.01,0.01,3000.0,EXETER,9,11,1951,1951-11-09,North Korea,POINT (125.9683 38.45973),True
3433,597,351-51,98th Bomb Wing,B-29,3.0,1.0,,,,Supply dump,,CT 4541,52SCH4541,38.30371,127.2273,,,9,500 GP,Radar,,092351I,Close support,,,60ft right of the target.,VT,Non-delay,4500.0,EXETER,9,11,1951,1951-11-09,Cheorwon-eup,POINT (127.2273 38.30371),True
3434,597,351-51,98th Bomb Wing,B-29,3.0,1.0,,,,,,CT 5050,52SCH5050,38.38564,127.28255,,,9,500 GP,Radar,,100050.5I,Close support,,,Unobserved,VT,Non-delay,4500.0,EXETER,9,11,1951,1951-11-09,North Korea,POINT (127.28255 38.38564),True
3435,597,351-51,98th Bomb Wing,B-29,3.0,,,,,,,CT 5060,52SCH5060,38.47572,127.28041,,,10,500 GP,Radar,,091845I,Close support,,,Shack,VT,Non-delay,5000.0,EXETER,9,11,1951,1951-11-09,North Korea,POINT (127.28041 38.47572),True
3436,597,351-51,98th Bomb Wing,B-29,3.0,1.0,,,,,,CT 5058,52SCH5058,38.4577,127.28084,,,10,500 GP,Radar,,091908I,Close support,,,Shack,VT,Non-delay,5000.0,EXETER,9,11,1951,1951-11-09,Rimokri,POINT (127.28084 38.4577),True
3437,597,351-51,98th Bomb Wing,B-29,3.0,1.0,,,,,,CT 5063,52SCH5063,38.50274,127.27977,,,10,500 GP,Radar,,091925I,Close support,,,Shack,VT,Non-delay,5000.0,EXETER,9,11,1951,1951-11-09,North Korea,POINT (127.27977 38.50274),True
3438,597,351-51,98th Bomb Wing,B-29,3.0,1.0,,,,,,CT 8680,52SCH8680,38.66124,127.68973,,,10,500 GP,Radar,,091940I,Close support,,,Shack,VT,Non-delay,5000.0,EXETER,9,11,1951,1951-11-09,Gwangjeon-ri,POINT (127.68973 38.66124),True
3439,597,351-51,98th Bomb Wing,B-29,3.0,1.0,,,,AA guns,,CT 4028,52SCH4028,38.18573,127.17308,,,10,500 GP,Radar,,092333I,Close support,,,Shack and secondary explosion,VT,Non-delay,5000.0,EXETER,9,11,1951,1951-11-09,Sinseo-myeon,POINT (127.17308 38.18573),True
3440,597,351-51,98th Bomb Wing,B-29,3.0,1.0,,,,,,CT 8050,52SCH8050,38.39017,127.62593,,,10,500 GP,Radar,,100130.5I,Close support,,,Unobserved,VT,Non-delay,5000.0,EXETER,9,11,1951,1951-11-09,Kahak-ri,POINT (127.62593 38.39017),True
3441,597,351-51,19th Bomb Group,B-29,1.0,1.0,,,Paup,Marshalling yard,,BU 9743,52SBJ9743,39.21257,126.64875,,,13,500 GP,Visual,,,Combat crew evaluation,20500,,Bombs fell 1000 ft short of the target.,0.01,0.01,6500.0,EXETER,9,11,1951,1951-11-09,Yangdok County,POINT (126.64875 39.21257),True
3442,597,351-51,19th Bomb Group,B-29,1.0,1.0,,,Kowan,Marshalling yard,,CU 4867,52SCJ4867,39.43915,127.23372,,,13,500 GP,Visual,,,Combat crew evaluation,20500,,Bombs fell 600 ft short of the target.,0.01,0.01,6500.0,EXETER,9,11,1951,1951-11-09,Kowon County,POINT (127.23372 39.43915),True
3443,597,351-51,19th Bomb Group,B-29,1.0,,,,Hwangju,Marshalling yard,,YC 4183,51SYC4183,38.66281,125.76984,,,14,500 GP,Visual,,,Combat crew evaluation,20500,,Fair results.,0.01,0.01,7000.0,EXETER,9,11,1951,1951-11-09,North Korea,POINT (125.76984 38.66281),True
3444,597,351-51,19th Bomb Group,B-29,1.0,1.0,,,Kowan,Marshalling yard,,CU 4867,52SCJ4867,39.43915,127.23372,,,15,500 GP,Visual,,,Combat crew evaluation,20000,,All results reported as good.,0.01,0.01,7500.0,EXETER,9,11,1951,1951-11-09,Kowon County,POINT (127.23372 39.43915),True
3445,597,351-51,98th Bomb Wing,B-29,3.0,1.0,,,,,,DT 2065,52SDH2065,38.52981,128.08218,,,19,500 GP,Radar,,100208I,Close support,,,Unobserved,VT,Non-delay,9500.0,EXETER,9,11,1951,1951-11-09,North Korea,POINT (128.08218 38.52981),True
3446,597,351-51,98th Bomb Wing,B-29,3.0,1.0,,,,Tranportation center,,CT 1070,52SCH1070,38.55815,126.81941,,,20,500 GP,Radar,,100009.5I,Close support,,,Shack,VT,Non-delay,10000.0,EXETER,9,11,1951,1951-11-09,Jangdong-ri,POINT (126.81941 38.55815),True
3447,597,351-51,19th Bomb Group,B-29,1.0,1.0,,,Kowan,Marshalling yard,,CU 4867,52SCJ4867,39.43915,127.23372,,,21,500 GP,Visual,,,Combat crew evaluation,20000,,All results reported as good.,0.01,0.01,10500.0,EXETER,9,11,1951,1951-11-09,Kowon County,POINT (127.23372 39.43915),True
3448,597,351-51,98th Bomb Wing,B-29,1.0,,,,,Unknown,,CT 4092,52SCH4092,38.76221,127.15847,,,34,500 GP,Radar,,091425I,Golfball evaluation,18000,,,0.01,0.01,17000.0,EXETER,9,11,1951,1951-11-09,North Korea,POINT (127.15847 38.76221),True
3449,597,351-51,19th Bomb Group,B-29,1.0,,,,Hungnam,Barracks area,,CV 8108,52SCK8108,39.81366,127.6097,,,40,500 GP,Radar and visual,,,Combat crew evaluation,21000,,Excellent results reported.,0.01,0.01,20000.0,EXETER,9,11,1951,1951-11-09,Hamhung-si,POINT (127.6097 39.81366),True
3450,597,351-51,98th Bomb Wing,B-29,1.0,1.0,,,Yangdok,,,CU 1735,52SCJ1735,39.14497,126.88241,,,2,M16-A1 Leaflet Bomb,Radar,,,Psycological Warfare,21000,,Mission performed as scheduled except for releasing 6 red-band bombs and 2 unmarked bombs at Anbyon CU 7121 instead of Wonsan CU 6634. The error was due to the radar operator. Fuzed to discharge leaflets 1000 ft above the terrain.,,,1000.0,EXETER,9,11,1951,1951-11-09,Yangdok County,POINT (126.88241 39.14497),True
3451,597,351-51,98th Bomb Wing,B-29,1.0,1.0,,,Yonghung,,,CU 4879,52SCJ4879,39.54723,127.23098,,,2,M16-A1 Leaflet Bomb,Radar,,,Psycological Warfare,21000,,Mission performed as scheduled except for releasing 6 red-band bombs and 2 unmarked bombs at Anbyon CU 7121 instead of Wonsan CU 6634. The error was due to the radar operator. Fuzed to discharge leaflets 1000 ft above the terrain.,,,1000.0,EXETER,9,11,1951,1951-11-09,Kumya-up,POINT (127.23098 39.54723),True
3452,597,351-51,98th Bomb Wing,B-29,1.0,1.0,,,Kunu-ri,,,YD 4998,51SYD4998,39.69556,125.90398,,,2,M16-A1 Leaflet Bomb,Radar,,,Psycological Warfare,21000,,Fuzed to discharge leaflets 1000 ft above the terrain.,,,1000.0,EXETER,9,11,1951,1951-11-09,Steel Dong,POINT (125.90398 39.69556),True
3453,597,351-51,98th Bomb Wing,B-29,1.0,1.0,,,Charyongwan,,,XE 4712,51SXE4712,39.8453,124.71821,,,2,M16-A1 Leaflet Bomb,Radar,,,Psycological Warfare,21000,,Fuzed to discharge leaflets 1000 ft above the terrain.,,,1000.0,EXETER,9,11,1951,1951-11-09,Pungcheon-ri,POINT (124.71821 39.8453),True
3454,597,351-51,98th Bomb Wing,B-29,1.0,1.0,,,Kusong,,,XE 9228,51SXE9228,39.98037,125.24856,,,2,M16-A1 Leaflet Bomb,Radar,,,Psycological Warfare,21000,,Fuzed to discharge leaflets 1000 ft above the terrain.,,,1000.0,EXETER,9,11,1951,1951-11-09,Kusong-si,POINT (125.24856 39.98037),True
3455,597,351-51,98th Bomb Wing,B-29,1.0,1.0,,,Sariwon,,,YC 4164,51SYC4164,38.49178,125.76327,,,3,M16-A1 Leaflet Bomb,Radar,,,Psycological Warfare,21000,,Mission performed as scheduled except for releasing 6 red-band bombs and 2 unmarked bombs at Anbyon CU 7121 instead of Wonsan CU 6634. The error was due to the radar operator. Fuzed to discharge leaflets 1000 ft above the terrain.,,,1500.0,EXETER,9,11,1951,1951-11-09,Sariwon-si,POINT (125.76327 38.49178),True
3456,597,351-51,98th Bomb Wing,B-29,1.0,1.0,,,Kyomipo,,,YC 2792,51SYC2792,38.74753,125.61204,,,3,M16-A1 Leaflet Bomb,Radar,,,Psycological Warfare,21000,,Mission performed as scheduled except for releasing 6 red-band bombs and 2 unmarked bombs at Anbyon CU 7121 instead of Wonsan CU 6634. The error was due to the radar operator. Fuzed to discharge leaflets 1000 ft above the terrain.,,,1500.0,EXETER,9,11,1951,1951-11-09,Songnim-si,POINT (125.61204 38.74753),True
3457,597,351-51,98th Bomb Wing,B-29,1.0,1.0,,,Sunchon,,,YD 5267,51SYD5267,39.41572,125.92717,,,3,M16-A1 Leaflet Bomb,Radar,,,Psycological Warfare,21000,,Fuzed to discharge leaflets 1000 ft above the terrain.,,,1500.0,EXETER,9,11,1951,1951-11-09,Sunchon-si,POINT (125.92717 39.41572),True
3458,597,351-51,98th Bomb Wing,B-29,1.0,1.0,,,Sinanju,,,YD 2386,51SYD2386,39.59473,125.59702,,,3,M16-A1 Leaflet Bomb,Radar,,,Psycological Warfare,21000,,Fuzed to discharge leaflets 1000 ft above the terrain.,,,1500.0,EXETER,9,11,1951,1951-11-09,Anju-si,POINT (125.59702 39.59473),True
3459,597,351-51,98th Bomb Wing,B-29,1.0,1.0,,,Chongju,,,XD 9096,51SXD9096,39.69272,125.21587,,,3,M16-A1 Leaflet Bomb,Radar,,,Psycological Warfare,21000,,Fuzed to discharge leaflets 1000 ft above the terrain.,,,1500.0,EXETER,9,11,1951,1951-11-09,Chongju-si,POINT (125.21587 39.69272),True
3460,597,351-51,98th Bomb Wing,B-29,1.0,1.0,,,Sonchon,,,XE 6407,51SXE6407,39.79716,124.91556,,,3,M16-A1 Leaflet Bomb,Radar,,,Psycological Warfare,21000,,Fuzed to discharge leaflets 1000 ft above the terrain.,,,1500.0,EXETER,9,11,1951,1951-11-09,Sonchon-up,POINT (124.91556 39.79716),True
3461,597,351-51,98th Bomb Wing,B-29,1.0,1.0,,,Kanggye,,,BA 9837,52TBL9837,40.95918,126.59972,,,4,M16-A1 Leaflet Bomb,Radar,,,Psycological Warfare,21000,,Fuzed to discharge leaflets 1000 ft above the terrain.,,,2000.0,EXETER,9,11,1951,1951-11-09,Kanggye-si,POINT (126.59972 40.95918),True
3462,597,351-51,98th Bomb Wing,B-29,1.0,,,,Haeju,,,YC 3713,51SYC3713,38.03373,125.70039,,,6,M16-A1 Leaflet Bomb,Radar,,,Psycological Warfare,21000,,Mission performed as scheduled except for releasing 6 red-band bombs and 2 unmarked bombs at Anbyon CU 7121 instead of Wonsan CU 6634. The error was due to the radar operator. Fuzed to discharge leaflets 1000 ft above the terrain.,,,3000.0,EXETER,9,11,1951,1951-11-09,Haeju-si,POINT (125.70039 38.03373),True
3463,597,351-51,98th Bomb Wing,B-29,1.0,1.0,,,Chinnampo,,,YC 0989,51SYC0989,38.72496,125.40419,,,8,M16-A1 Leaflet Bomb,Radar,,,Psycological Warfare,21000,,Mission performed as scheduled except for releasing 6 red-band bombs and 2 unmarked bombs at Anbyon CU 7121 instead of Wonsan CU 6634. The error was due to the radar operator. Fuzed to discharge leaflets 1000 ft above the terrain.,,,4000.0,EXETER,9,11,1951,1951-11-09,Nampo,POINT (125.40419 38.72496),True
